"2018-05-19 17:42:18","C"
"2018-05-19 17:42:20","B"
"2018-05-19 17:42:21","B"
"2018-05-19 17:42:23","D"
"2018-05-19 17:42:24","C"
"2018-05-19 17:42:27","A"
"2018-05-19 17:42:40","B"
"2018-05-19 17:42:59","D"
"2018-05-19 17:44:18","C"
"2018-05-19 17:44:19","BACK"
"2018-05-19 17:47:14","B"
"2018-05-19 17:47:32","BACK"
